item_id,restaurant_id,name,description,price,category,subcategory,cuisine_tag,veg_flag,is_combo,combo_components,bestseller_flag,availability,margin_pct,prep_time_mins,popularity_score,popularity_by_meal
I01136,R0059,Chicken Hakka Noodles,Noodles tossed with chicken,179,main,noodles,Chinese,False,False,[],False,True,27.7,5,0.68,"{""breakfast"": 0.35, ""lunch"": 0.43, ""dinner"": 0.89, ""late_night"": 0.16}"
I01137,R0059,Egg Fried Rice,Rice with scrambled egg,174,main,fried_rice,Chinese,False,False,[],False,True,33.8,26,0.89,"{""breakfast"": 0.3, ""lunch"": 0.95, ""dinner"": 0.45, ""late_night"": 0.52}"
I01138,R0059,Chicken Fried Rice,Rice tossed with chicken,234,main,fried_rice,Chinese,False,False,[],False,True,39.3,22,0.34,"{""breakfast"": 0.13, ""lunch"": 0.38, ""dinner"": 0.95, ""late_night"": 0.25}"
I01139,R0059,Veg Fried Rice,Wok-tossed rice with vegetables,185,main,fried_rice,Chinese,True,False,[],False,True,41.9,19,0.87,"{""breakfast"": 0.17, ""lunch"": 0.56, ""dinner"": 0.82, ""late_night"": 0.56}"
I01140,R0059,Dragon Chicken,Crispy chicken in dragon sauce,279,main,dry_prep,Chinese,False,False,[],False,True,40.6,17,0.85,"{""breakfast"": 0.08, ""lunch"": 0.85, ""dinner"": 0.72, ""late_night"": 0.55}"
I01141,R0059,Veg Hakka Noodles,Stir-fried noodles with veggies,161,main,noodles,Chinese,True,False,[],True,True,53.0,17,0.99,"{""breakfast"": 0.11, ""lunch"": 0.98, ""dinner"": 0.43, ""late_night"": 0.28}"
I01142,R0059,Chicken Manchurian,Chicken in Manchurian sauce,249,main,manchurian,Chinese,False,False,[],False,True,49.0,34,0.31,"{""breakfast"": 0.18, ""lunch"": 0.41, ""dinner"": 0.72, ""late_night"": 0.23}"
I01143,R0059,Veg Manchurian Gravy,Veggie balls in Chinese gravy,182,main,manchurian,Chinese,True,False,[],False,True,28.1,19,0.49,"{""breakfast"": 0.35, ""lunch"": 0.79, ""dinner"": 0.31, ""late_night"": 0.41}"
I01144,R0059,Chicken Spring Rolls (4 Pcs),Crispy chicken rolls,168,side,spring_roll,Chinese,False,False,[],False,True,35.2,21,0.49,"{""breakfast"": 0.34, ""lunch"": 0.42, ""dinner"": 0.49, ""late_night"": 0.32}"
I01145,R0059,Veg Spring Rolls (4 Pcs),Crispy veggie rolls,144,side,spring_roll,Chinese,True,False,[],False,True,44.8,18,0.74,"{""breakfast"": 0.09, ""lunch"": 0.76, ""dinner"": 0.41, ""late_night"": 0.13}"
I01146,R0059,Veg Momos (6 Pcs),Steamed vegetable dumplings,106,side,momos,Chinese,True,False,[],False,True,36.4,26,0.63,"{""breakfast"": 0.2, ""lunch"": 0.96, ""dinner"": 0.82, ""late_night"": 0.47}"
I01147,R0059,Sweet Corn Soup,Creamy sweet corn soup,116,soup,soup,Chinese,True,False,[],False,True,46.7,19,0.47,"{""breakfast"": 0.1, ""lunch"": 0.39, ""dinner"": 0.9, ""late_night"": 0.38}"
I01148,R0059,Chicken Sweet Corn Soup,Corn soup with chicken,152,soup,soup,Chinese,False,False,[],True,True,27.1,26,0.92,"{""breakfast"": 0.16, ""lunch"": 0.58, ""dinner"": 0.51, ""late_night"": 0.33}"
I01149,R0059,Coca Cola 300ml,Chilled cola,47,beverage,soft_drink,Chinese,True,False,[],False,True,42.3,23,0.89,"{""breakfast"": 0.02, ""lunch"": 0.92, ""dinner"": 0.45, ""late_night"": 0.44}"
I01150,R0059,Iced Lemon Tea,Chilled lemon tea,76,beverage,iced_tea,Chinese,True,False,[],False,True,51.8,21,0.58,"{""breakfast"": 0.32, ""lunch"": 0.45, ""dinner"": 0.86, ""late_night"": 0.3}"
I01151,R0059,Honey Noodles with Ice Cream,Crispy noodles with honey and ice cream,166,dessert,western_dessert,Chinese,True,False,[],False,True,35.5,12,0.64,"{""breakfast"": 0.22, ""lunch"": 0.58, ""dinner"": 0.6, ""late_night"": 0.21}"
I01152,R0059,Chinese Combo for 1,"Fried rice, noodles, manchurian, soup",219,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""noodles"", ""manchurian"", ""soup""]",False,True,32.8,24,0.36,"{""breakfast"": 0.26, ""lunch"": 0.76, ""dinner"": 0.71, ""late_night"": 0.15}"
I01153,R0059,Chinese Feast for 2,"2 Rice, noodles, manchurian, spring rolls, soup",498,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""fried_rice"", ""noodles"", ""manchurian"", ""spring_roll"", ""soup""]",False,True,60.3,10,0.8,"{""breakfast"": 0.39, ""lunch"": 0.55, ""dinner"": 0.58, ""late_night"": 0.55}"
I01154,R0060,Pongal,Spiced rice and lentil porridge,60,main,rice_dish,South Indian,True,False,[],True,True,48.9,32,0.68,"{""breakfast"": 0.23, ""lunch"": 0.38, ""dinner"": 0.94, ""late_night"": 0.2}"
I01155,R0060,Chicken Chettinad,Spicy chicken Chettinad masala,227,main,curry,South Indian,False,False,[],False,True,38.0,27,0.9,"{""breakfast"": 0.12, ""lunch"": 0.82, ""dinner"": 0.99, ""late_night"": 0.6}"
I01156,R0060,Idli (3 Pcs),Steamed rice cakes,56,main,idli,South Indian,True,False,[],True,True,14.5,14,0.87,"{""breakfast"": 0.24, ""lunch"": 0.91, ""dinner"": 0.85, ""late_night"": 0.44}"
I01157,R0060,Uttapam,Thick pancake with onion and tomato,85,main,uttapam,South Indian,True,False,[],False,True,57.3,5,0.91,"{""breakfast"": 0.22, ""lunch"": 0.7, ""dinner"": 0.79, ""late_night"": 0.23}"
I01158,R0060,Masala Dosa,Dosa with spiced potato filling,82,main,dosa,South Indian,True,False,[],False,True,24.5,22,0.44,"{""breakfast"": 0.07, ""lunch"": 0.55, ""dinner"": 0.54, ""late_night"": 0.35}"
I01159,R0060,Rava Dosa,Crispy semolina crepe,94,main,dosa,South Indian,True,False,[],False,True,29.2,25,0.6,"{""breakfast"": 0.29, ""lunch"": 0.57, ""dinner"": 0.52, ""late_night"": 0.53}"
I01160,R0060,Coconut Chutney,Fresh ground coconut chutney,24,side,accompaniment,South Indian,True,False,[],True,True,65.0,30,0.77,"{""breakfast"": 0.3, ""lunch"": 1.0, ""dinner"": 0.93, ""late_night"": 0.56}"
I01161,R0060,Tomato Chutney,Tangy tomato chutney,33,side,accompaniment,South Indian,True,False,[],True,True,20.6,22,0.9,"{""breakfast"": 0.19, ""lunch"": 0.79, ""dinner"": 0.34, ""late_night"": 0.37}"
I01162,R0060,Bisi Bele Bath,Spiced rice with lentils,99,rice,rice,South Indian,True,False,[],False,True,16.8,5,0.43,"{""breakfast"": 0.4, ""lunch"": 0.7, ""dinner"": 0.63, ""late_night"": 0.35}"
I01163,R0060,Lemon Rice,Tangy lemon-flavoured rice,98,rice,rice,South Indian,True,False,[],True,True,18.3,7,0.88,"{""breakfast"": 0.17, ""lunch"": 0.71, ""dinner"": 0.83, ""late_night"": 0.23}"
I01164,R0060,Filter Coffee,Traditional South Indian coffee,51,beverage,coffee,South Indian,True,False,[],False,True,46.0,19,0.38,"{""breakfast"": 0.12, ""lunch"": 0.46, ""dinner"": 0.52, ""late_night"": 0.21}"
I01165,R0060,Buttermilk,Spiced churned yogurt drink,35,beverage,buttermilk,South Indian,True,False,[],False,True,17.6,17,0.3,"{""breakfast"": 0.29, ""lunch"": 0.74, ""dinner"": 0.37, ""late_night"": 0.56}"
I01166,R0060,Payasam,Vermicelli kheer with nuts,59,dessert,indian_sweet,South Indian,True,False,[],True,True,29.0,17,0.47,"{""breakfast"": 0.06, ""lunch"": 0.76, ""dinner"": 0.85, ""late_night"": 0.37}"
I01167,R0060,Kesari Bath,Semolina sweet with saffron,52,dessert,indian_sweet,South Indian,True,False,[],False,True,37.6,24,0.87,"{""breakfast"": 0.05, ""lunch"": 0.53, ""dinner"": 0.7, ""late_night"": 0.44}"
I01168,R0060,South Indian Thali,"Rice, sambar, rasam, 2 curries, papad, payasam",163,combo,thali,South Indian,True,True,"[""rice"", ""accompaniment"", ""curry"", ""curry"", ""accompaniment"", ""indian_sweet""]",False,True,39.8,9,0.27,"{""breakfast"": 0.19, ""lunch"": 0.31, ""dinner"": 0.64, ""late_night"": 0.13}"
I01169,R0060,Mini Tiffin Combo,"2 Idli, 1 vada, 1 dosa, sambar, chutney",148,combo,meal_combo,South Indian,True,True,"[""idli"", ""vada"", ""dosa"", ""accompaniment"", ""accompaniment""]",False,True,34.2,31,0.78,"{""breakfast"": 0.08, ""lunch"": 0.7, ""dinner"": 0.87, ""late_night"": 0.48}"
I01170,R0061,Egg Curry,Boiled eggs in onion-tomato gravy,294,main,curry,North Indian,False,False,[],False,True,32.9,25,0.73,"{""breakfast"": 0.4, ""lunch"": 0.31, ""dinner"": 0.55, ""late_night"": 0.24}"
I01171,R0061,Mutton Rogan Josh,Slow-cooked mutton Kashmiri style,504,main,curry,North Indian,False,False,[],False,True,45.9,12,0.72,"{""breakfast"": 0.1, ""lunch"": 0.48, ""dinner"": 0.74, ""late_night"": 0.48}"
I01172,R0061,Rajma Masala,Kidney beans in thick gravy,294,main,curry,North Indian,True,False,[],False,True,47.6,21,0.11,"{""breakfast"": 0.39, ""lunch"": 0.63, ""dinner"": 0.86, ""late_night"": 0.16}"
I01173,R0061,Kadai Paneer,Paneer with capsicum and onion,328,main,curry,North Indian,True,False,[],False,True,21.0,11,0.11,"{""breakfast"": 0.13, ""lunch"": 0.42, ""dinner"": 0.71, ""late_night"": 0.23}"
I01174,R0061,Paneer Butter Masala,Cottage cheese in rich tomato gravy,325,main,curry,North Indian,True,False,[],False,True,65.0,18,0.32,"{""breakfast"": 0.39, ""lunch"": 0.58, ""dinner"": 0.72, ""late_night"": 0.22}"
I01175,R0061,Palak Paneer,Paneer in spinach gravy,319,main,curry,North Indian,True,False,[],False,True,5.0,14,0.99,"{""breakfast"": 0.16, ""lunch"": 0.74, ""dinner"": 0.97, ""late_night"": 0.52}"
I01176,R0061,Butter Chicken,Tender chicken in creamy tomato gravy,413,main,curry,North Indian,False,False,[],False,True,26.1,23,0.25,"{""breakfast"": 0.17, ""lunch"": 0.39, ""dinner"": 0.79, ""late_night"": 0.33}"
I01177,R0061,Dal Makhani,Slow-cooked black lentils,310,main,curry,North Indian,True,False,[],False,True,38.7,20,0.88,"{""breakfast"": 0.03, ""lunch"": 0.91, ""dinner"": 0.67, ""late_night"": 0.3}"
I01178,R0061,Kadai Chicken,Chicken with capsicum and spices,391,main,curry,North Indian,False,False,[],False,True,19.2,11,0.7,"{""breakfast"": 0.32, ""lunch"": 0.48, ""dinner"": 0.73, ""late_night"": 0.33}"
I01179,R0061,Chole Masala,Spiced chickpea curry,285,main,curry,North Indian,True,False,[],False,True,50.5,8,0.16,"{""breakfast"": 0.21, ""lunch"": 0.54, ""dinner"": 0.77, ""late_night"": 0.58}"
I01180,R0061,Shahi Paneer,Paneer in creamy cashew gravy,367,main,curry,North Indian,True,False,[],False,True,65.0,16,0.93,"{""breakfast"": 0.27, ""lunch"": 0.31, ""dinner"": 0.44, ""late_night"": 0.44}"
I01181,R0061,Mixed Veg Curry,Seasonal vegetables in spiced gravy,297,main,curry,North Indian,True,False,[],False,True,27.5,26,0.73,"{""breakfast"": 0.24, ""lunch"": 0.39, ""dinner"": 0.97, ""late_night"": 0.16}"
I01182,R0061,Laccha Paratha,Layered flaky flatbread,103,bread,paratha,North Indian,True,False,[],False,True,51.3,23,0.93,"{""breakfast"": 0.01, ""lunch"": 0.9, ""dinner"": 0.46, ""late_night"": 0.52}"
I01183,R0061,Missi Roti,Gram flour spiced flatbread,59,bread,roti,North Indian,True,False,[],False,True,49.2,21,0.82,"{""breakfast"": 0.29, ""lunch"": 0.95, ""dinner"": 0.61, ""late_night"": 0.19}"
I01184,R0061,Butter Roti,Soft roti brushed with butter,50,bread,roti,North Indian,True,False,[],False,True,26.1,16,0.14,"{""breakfast"": 0.01, ""lunch"": 0.88, ""dinner"": 0.71, ""late_night"": 0.28}"
I01185,R0061,Tandoori Roti,Whole wheat bread from tandoor,65,bread,roti,North Indian,True,False,[],False,True,17.3,23,0.49,"{""breakfast"": 0.34, ""lunch"": 0.41, ""dinner"": 0.5, ""late_night"": 0.15}"
I01186,R0061,Butter Naan,Soft leavened bread with butter,70,bread,naan,North Indian,True,False,[],False,True,38.1,18,0.58,"{""breakfast"": 0.36, ""lunch"": 1.0, ""dinner"": 0.83, ""late_night"": 0.59}"
I01187,R0061,Veg Pulao,Rice with mixed vegetables,302,rice,rice,North Indian,True,False,[],False,True,28.1,21,0.42,"{""breakfast"": 0.11, ""lunch"": 0.7, ""dinner"": 0.95, ""late_night"": 0.12}"
I01188,R0061,Jeera Rice,Cumin-tempered basmati rice,231,rice,rice,North Indian,True,False,[],False,True,13.4,20,0.91,"{""breakfast"": 0.32, ""lunch"": 0.44, ""dinner"": 0.72, ""late_night"": 0.27}"
I01189,R0061,Onion Rings,Sliced onions with lemon,46,side,accompaniment,North Indian,True,False,[],False,False,21.8,12,0.11,"{""breakfast"": 0.11, ""lunch"": 0.38, ""dinner"": 0.37, ""late_night"": 0.14}"
I01190,R0061,Boondi Raita,Yogurt with crispy boondi,93,side,accompaniment,North Indian,True,False,[],False,True,27.4,10,0.92,"{""breakfast"": 0.2, ""lunch"": 0.58, ""dinner"": 0.83, ""late_night"": 0.14}"
I01191,R0061,Green Salad,"Cucumber, tomato, onion salad",58,side,salad,North Indian,True,False,[],False,True,32.2,37,0.45,"{""breakfast"": 0.24, ""lunch"": 0.65, ""dinner"": 0.99, ""late_night"": 0.52}"
I01192,R0061,Thumbs Up 300ml,Chilled Thumbs Up,63,beverage,soft_drink,North Indian,True,False,[],False,True,23.8,26,0.12,"{""breakfast"": 0.39, ""lunch"": 0.4, ""dinner"": 0.87, ""late_night"": 0.24}"
I01193,R0061,Masala Chaas,Spiced buttermilk with cumin,64,beverage,buttermilk,North Indian,True,False,[],False,True,41.3,8,0.11,"{""breakfast"": 0.03, ""lunch"": 0.37, ""dinner"": 0.59, ""late_night"": 0.51}"
I01194,R0061,Mango Lassi,Creamy mango yogurt shake,160,beverage,lassi,North Indian,True,False,[],False,True,41.7,7,0.47,"{""breakfast"": 0.21, ""lunch"": 0.39, ""dinner"": 0.32, ""late_night"": 0.18}"
I01195,R0061,Water Bottle 1L,Packaged drinking water,36,beverage,water,North Indian,True,False,[],False,True,26.1,18,0.12,"{""breakfast"": 0.26, ""lunch"": 0.57, ""dinner"": 0.77, ""late_night"": 0.39}"
I01196,R0061,Sweet Lassi,Chilled sweetened yogurt drink,95,beverage,lassi,North Indian,True,False,[],False,True,34.6,29,0.99,"{""breakfast"": 0.31, ""lunch"": 0.98, ""dinner"": 0.66, ""late_night"": 0.34}"
I01197,R0061,Gajar Ka Halwa,Warm carrot pudding with ghee,159,dessert,indian_sweet,North Indian,True,False,[],False,True,34.1,21,0.59,"{""breakfast"": 0.07, ""lunch"": 0.54, ""dinner"": 0.95, ""late_night"": 0.17}"
I01198,R0061,Kheer,Creamy rice pudding with nuts,132,dessert,indian_sweet,North Indian,True,False,[],False,True,20.5,21,0.27,"{""breakfast"": 0.32, ""lunch"": 0.98, ""dinner"": 0.45, ""late_night"": 0.19}"
I01199,R0061,Rasmalai (2 Pcs),Paneer discs in sweet milk,142,dessert,indian_sweet,North Indian,True,False,[],False,True,22.2,27,0.96,"{""breakfast"": 0.16, ""lunch"": 0.59, ""dinner"": 0.98, ""late_night"": 0.45}"
I01200,R0061,Hara Bhara Kebab (4 Pcs),Spinach and pea patties,285,appetizer,kebab,North Indian,True,False,[],False,True,39.7,24,0.37,"{""breakfast"": 0.31, ""lunch"": 0.51, ""dinner"": 0.69, ""late_night"": 0.22}"
I01201,R0061,Paneer Tikka (6 Pcs),Grilled marinated paneer cubes,356,appetizer,tikka,North Indian,True,False,[],False,True,16.6,23,0.39,"{""breakfast"": 0.14, ""lunch"": 0.34, ""dinner"": 0.99, ""late_night"": 0.12}"
I01202,R0061,Seekh Kebab (4 Pcs),Minced mutton skewers,371,appetizer,kebab,North Indian,False,False,[],False,True,56.9,9,0.76,"{""breakfast"": 0.28, ""lunch"": 0.38, ""dinner"": 0.76, ""late_night"": 0.24}"
I01203,R0061,Tandoori Chicken Half,Half chicken roasted in tandoor,325,appetizer,tandoori,North Indian,False,False,[],False,True,12.2,5,0.38,"{""breakfast"": 0.13, ""lunch"": 0.34, ""dinner"": 0.78, ""late_night"": 0.38}"
I01204,R0061,North Indian Thali Veg,"Dal, paneer curry, rice, 2 roti, salad, sweet",451,combo,thali,North Indian,True,True,"[""curry"", ""curry"", ""rice"", ""roti"", ""roti"", ""salad"", ""indian_sweet""]",False,True,12.8,22,0.63,"{""breakfast"": 0.02, ""lunch"": 0.98, ""dinner"": 0.63, ""late_night"": 0.56}"
I01205,R0061,North Indian Thali Non-Veg,"Chicken curry, dal, rice, 2 naan, raita, sweet",419,combo,thali,North Indian,False,True,"[""curry"", ""curry"", ""rice"", ""naan"", ""naan"", ""accompaniment"", ""indian_sweet""]",False,True,28.7,17,0.86,"{""breakfast"": 0.33, ""lunch"": 0.77, ""dinner"": 0.77, ""late_night"": 0.45}"
I01206,R0062,Chicken Manchurian,Chicken in Manchurian sauce,219,main,manchurian,Chinese,False,False,[],False,True,45.0,22,0.11,"{""breakfast"": 0.14, ""lunch"": 0.39, ""dinner"": 0.39, ""late_night"": 0.51}"
I01207,R0062,Chicken Fried Rice,Rice tossed with chicken,252,main,fried_rice,Chinese,False,False,[],False,True,28.0,17,0.14,"{""breakfast"": 0.4, ""lunch"": 0.72, ""dinner"": 0.99, ""late_night"": 0.28}"
I01208,R0062,Kung Pao Chicken,Chicken with peanuts,255,main,dry_prep,Chinese,False,False,[],False,True,46.5,25,0.88,"{""breakfast"": 0.01, ""lunch"": 0.39, ""dinner"": 0.65, ""late_night"": 0.33}"
I01209,R0062,Veg Hakka Noodles,Stir-fried noodles with veggies,198,main,noodles,Chinese,True,False,[],False,True,38.7,14,0.59,"{""breakfast"": 0.09, ""lunch"": 0.4, ""dinner"": 0.7, ""late_night"": 0.59}"
I01210,R0062,Egg Fried Rice,Rice with scrambled egg,175,main,fried_rice,Chinese,False,False,[],False,True,15.6,13,0.73,"{""breakfast"": 0.02, ""lunch"": 0.97, ""dinner"": 0.33, ""late_night"": 0.54}"
I01211,R0062,Chilli Chicken,Chicken tossed in chilli sauce,270,main,dry_prep,Chinese,False,False,[],False,True,18.1,20,0.87,"{""breakfast"": 0.22, ""lunch"": 0.59, ""dinner"": 0.89, ""late_night"": 0.59}"
I01212,R0062,Veg Manchurian Gravy,Veggie balls in Chinese gravy,204,main,manchurian,Chinese,True,False,[],False,True,38.9,27,0.73,"{""breakfast"": 0.13, ""lunch"": 0.7, ""dinner"": 0.72, ""late_night"": 0.26}"
I01213,R0062,Dragon Chicken,Crispy chicken in dragon sauce,246,main,dry_prep,Chinese,False,False,[],False,True,42.0,31,0.89,"{""breakfast"": 0.19, ""lunch"": 0.45, ""dinner"": 0.96, ""late_night"": 0.54}"
I01214,R0062,Schezwan Noodles,Spicy Schezwan-style noodles,176,main,noodles,Chinese,True,False,[],False,True,33.0,12,0.56,"{""breakfast"": 0.17, ""lunch"": 0.92, ""dinner"": 0.6, ""late_night"": 0.37}"
I01215,R0062,Chicken Hakka Noodles,Noodles tossed with chicken,255,main,noodles,Chinese,False,False,[],False,True,19.0,11,0.85,"{""breakfast"": 0.04, ""lunch"": 0.38, ""dinner"": 0.93, ""late_night"": 0.37}"
I01216,R0062,Chicken Spring Rolls (4 Pcs),Crispy chicken rolls,140,side,spring_roll,Chinese,False,False,[],False,True,40.0,17,0.13,"{""breakfast"": 0.15, ""lunch"": 0.84, ""dinner"": 0.87, ""late_night"": 0.45}"
I01217,R0062,Chicken Momos (6 Pcs),Steamed chicken dumplings,160,side,momos,Chinese,False,False,[],False,True,65.0,24,0.31,"{""breakfast"": 0.38, ""lunch"": 0.32, ""dinner"": 0.4, ""late_night"": 0.39}"
I01218,R0062,Veg Dim Sum (6 Pcs),Steamed veggie dumplings,173,side,dimsum,Chinese,True,False,[],False,False,5.0,24,0.85,"{""breakfast"": 0.02, ""lunch"": 0.47, ""dinner"": 0.56, ""late_night"": 0.19}"
I01219,R0062,Veg Spring Rolls (4 Pcs),Crispy veggie rolls,112,side,spring_roll,Chinese,True,False,[],False,True,37.8,7,0.14,"{""breakfast"": 0.17, ""lunch"": 0.39, ""dinner"": 0.6, ""late_night"": 0.32}"
I01220,R0062,Chicken Sweet Corn Soup,Corn soup with chicken,153,soup,soup,Chinese,False,False,[],False,True,42.8,29,0.84,"{""breakfast"": 0.23, ""lunch"": 0.67, ""dinner"": 0.81, ""late_night"": 0.11}"
I01221,R0062,Sweet Corn Soup,Creamy sweet corn soup,123,soup,soup,Chinese,True,False,[],False,True,37.4,22,0.83,"{""breakfast"": 0.38, ""lunch"": 0.56, ""dinner"": 0.89, ""late_night"": 0.53}"
I01222,R0062,Manchow Soup,Thick soup with fried noodles,105,soup,soup,Chinese,True,False,[],False,True,28.2,27,0.7,"{""breakfast"": 0.3, ""lunch"": 0.61, ""dinner"": 0.92, ""late_night"": 0.5}"
I01223,R0062,Coca Cola 300ml,Chilled cola,49,beverage,soft_drink,Chinese,True,False,[],False,True,34.9,15,0.98,"{""breakfast"": 0.32, ""lunch"": 0.8, ""dinner"": 0.77, ""late_night"": 0.39}"
I01224,R0062,Iced Lemon Tea,Chilled lemon tea,80,beverage,iced_tea,Chinese,True,False,[],False,True,52.2,17,0.81,"{""breakfast"": 0.04, ""lunch"": 0.34, ""dinner"": 0.86, ""late_night"": 0.23}"
I01225,R0062,Date Pancake,Sweet date-filled pancakes,121,dessert,western_dessert,Chinese,True,False,[],False,True,40.7,29,0.26,"{""breakfast"": 0.1, ""lunch"": 0.83, ""dinner"": 0.84, ""late_night"": 0.3}"
I01226,R0062,Chinese Combo for 1,"Fried rice, noodles, manchurian, soup",268,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""noodles"", ""manchurian"", ""soup""]",False,True,50.0,26,0.84,"{""breakfast"": 0.34, ""lunch"": 0.77, ""dinner"": 0.51, ""late_night"": 0.12}"
I01227,R0062,Chinese Feast for 2,"2 Rice, noodles, manchurian, spring rolls, soup",492,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""fried_rice"", ""noodles"", ""manchurian"", ""spring_roll"", ""soup""]",False,True,10.0,25,0.85,"{""breakfast"": 0.33, ""lunch"": 0.75, ""dinner"": 0.56, ""late_night"": 0.25}"
I01228,R0063,Chicken Manchurian,Chicken in Manchurian sauce,255,main,manchurian,Chinese,False,False,[],False,True,38.4,14,0.93,"{""breakfast"": 0.01, ""lunch"": 0.84, ""dinner"": 0.34, ""late_night"": 0.12}"
I01229,R0063,Veg Hakka Noodles,Stir-fried noodles with veggies,179,main,noodles,Chinese,True,False,[],False,True,27.8,20,0.83,"{""breakfast"": 0.18, ""lunch"": 0.69, ""dinner"": 0.86, ""late_night"": 0.41}"
I01230,R0063,Schezwan Noodles,Spicy Schezwan-style noodles,174,main,noodles,Chinese,True,False,[],False,True,58.3,30,0.97,"{""breakfast"": 0.08, ""lunch"": 0.97, ""dinner"": 0.68, ""late_night"": 0.44}"
I01231,R0063,Chicken Fried Rice,Rice tossed with chicken,186,main,fried_rice,Chinese,False,False,[],True,True,54.9,15,0.59,"{""breakfast"": 0.04, ""lunch"": 1.0, ""dinner"": 0.93, ""late_night"": 0.11}"
I01232,R0063,Chilli Paneer,Paneer in spicy chilli sauce,247,main,dry_prep,Chinese,True,False,[],False,True,31.6,25,0.69,"{""breakfast"": 0.14, ""lunch"": 0.53, ""dinner"": 0.6, ""late_night"": 0.17}"
I01233,R0063,Chicken Hakka Noodles,Noodles tossed with chicken,245,main,noodles,Chinese,False,False,[],False,True,18.4,6,0.59,"{""breakfast"": 0.38, ""lunch"": 0.92, ""dinner"": 0.42, ""late_night"": 0.34}"
I01234,R0063,Dragon Chicken,Crispy chicken in dragon sauce,296,main,dry_prep,Chinese,False,False,[],True,True,13.6,8,0.77,"{""breakfast"": 0.31, ""lunch"": 0.98, ""dinner"": 0.84, ""late_night"": 0.22}"
I01235,R0063,Veg Dim Sum (6 Pcs),Steamed veggie dumplings,188,side,dimsum,Chinese,True,False,[],False,True,15.8,11,0.29,"{""breakfast"": 0.36, ""lunch"": 1.0, ""dinner"": 0.36, ""late_night"": 0.53}"
I01236,R0063,Veg Spring Rolls (4 Pcs),Crispy veggie rolls,128,side,spring_roll,Chinese,True,False,[],False,False,47.9,20,0.29,"{""breakfast"": 0.03, ""lunch"": 0.69, ""dinner"": 0.31, ""late_night"": 0.31}"
I01237,R0063,Chicken Spring Rolls (4 Pcs),Crispy chicken rolls,132,side,spring_roll,Chinese,False,False,[],False,True,27.7,19,0.4,"{""breakfast"": 0.35, ""lunch"": 0.82, ""dinner"": 0.45, ""late_night"": 0.14}"
I01238,R0063,Sweet Corn Soup,Creamy sweet corn soup,108,soup,soup,Chinese,True,False,[],False,True,30.3,32,0.77,"{""breakfast"": 0.36, ""lunch"": 0.33, ""dinner"": 0.67, ""late_night"": 0.12}"
I01239,R0063,Hot and Sour Soup,Spicy and tangy soup,122,soup,soup,Chinese,True,False,[],False,True,30.5,26,0.94,"{""breakfast"": 0.3, ""lunch"": 0.37, ""dinner"": 0.46, ""late_night"": 0.3}"
I01240,R0063,Chicken Sweet Corn Soup,Corn soup with chicken,117,soup,soup,Chinese,False,False,[],False,False,5.0,15,0.81,"{""breakfast"": 0.38, ""lunch"": 0.91, ""dinner"": 0.45, ""late_night"": 0.35}"
I01241,R0063,Coca Cola 300ml,Chilled cola,47,beverage,soft_drink,Chinese,True,False,[],False,True,51.2,16,0.98,"{""breakfast"": 0.02, ""lunch"": 0.64, ""dinner"": 0.84, ""late_night"": 0.18}"
I01242,R0063,Iced Lemon Tea,Chilled lemon tea,77,beverage,iced_tea,Chinese,True,False,[],False,True,42.9,17,0.64,"{""breakfast"": 0.07, ""lunch"": 0.5, ""dinner"": 0.59, ""late_night"": 0.28}"
I01243,R0063,Honey Noodles with Ice Cream,Crispy noodles with honey and ice cream,158,dessert,western_dessert,Chinese,True,False,[],True,True,63.8,26,0.78,"{""breakfast"": 0.34, ""lunch"": 0.48, ""dinner"": 0.58, ""late_night"": 0.35}"
I01244,R0063,Chinese Combo for 1,"Fried rice, noodles, manchurian, soup",208,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""noodles"", ""manchurian"", ""soup""]",False,True,20.5,5,0.64,"{""breakfast"": 0.14, ""lunch"": 0.43, ""dinner"": 0.54, ""late_night"": 0.44}"
I01245,R0063,Chinese Feast for 2,"2 Rice, noodles, manchurian, spring rolls, soup",425,combo,meal_combo,Chinese,True,True,"[""fried_rice"", ""fried_rice"", ""noodles"", ""manchurian"", ""spring_roll"", ""soup""]",False,True,6.1,10,0.73,"{""breakfast"": 0.14, ""lunch"": 0.6, ""dinner"": 0.4, ""late_night"": 0.18}"
I01246,R0064,Schezwan Noodles,Spicy Schezwan-style noodles,126,main,noodles,Chinese,True,False,[],False,True,27.5,15,0.99,"{""breakfast"": 0.35, ""lunch"": 0.33, ""dinner"": 0.6, ""late_night"": 0.53}"
I01247,R0064,Veg Hakka Noodles,Stir-fried noodles with veggies,118,main,noodles,Chinese,True,False,[],False,True,39.4,28,0.71,"{""breakfast"": 0.26, ""lunch"": 0.45, ""dinner"": 0.38, ""late_night"": 0.31}"
I01248,R0064,Egg Fried Rice,Rice with scrambled egg,129,main,fried_rice,Chinese,False,False,[],True,True,30.4,15,0.36,"{""breakfast"": 0.17, ""lunch"": 0.66, ""dinner"": 0.43, ""late_night"": 0.58}"
